user_id,category,total_abandoned_sessions,last_activity_time,estimated_lost_revenue_usd
usr_1423,Books,1,2026-07-06 08:21:58.000000,26.62
usr_2786,Books,1,2026-07-06 05:39:49.000000,26.62
usr_1799,Books,1,2026-07-06 05:24:41.000000,26.62
usr_1365,Books,1,2026-07-06 04:09:22.000000,26.62
usr_0373,Books,1,2026-07-06 03:03:46.000000,26.62
usr_1263,Books,1,2026-07-06 02:45:15.000000,26.62
usr_1199,Books,1,2026-07-05 23:39:06.000000,26.62
usr_1430,Books,1,2026-07-05 22:25:29.000000,26.62
usr_1413,Books,1,2026-07-05 22:22:54.000000,26.62
usr_2712,Books,1,2026-07-05 22:10:06.000000,26.62
usr_0246,Books,1,2026-07-05 17:11:38.000000,26.62
usr_0199,Books,1,2026-07-05 12:46:33.000000,26.62
usr_1737,Books,1,2026-07-05 08:14:06.000000,26.62
usr_0170,Books,1,2026-07-05 07:06:10.000000,26.62
usr_0307,Books,1,2026-07-05 04:32:55.000000,26.62
usr_0038,Books,1,2026-07-05 01:14:22.000000,26.62
usr_1717,Books,1,2026-07-05 01:10:31.000000,26.62
usr_2734,Books,1,2026-07-05 00:25:11.000000,26.62
usr_2376,Books,1,2026-07-04 17:44:23.000000,26.62
usr_1157,Books,1,2026-07-04 12:23:29.000000,26.62
usr_1143,Books,1,2026-07-04 12:21:20.000000,26.62
usr_0263,Books,1,2026-07-04 07:04:57.000000,26.62
usr_2346,Books,1,2026-07-04 05:58:37.000000,26.62
usr_1726,Books,1,2026-07-04 05:32:06.000000,26.62
usr_0127,Books,1,2026-07-03 22:33:10.000000,26.62
usr_0254,Books,1,2026-07-03 21:35:29.000000,26.62
usr_1357,Books,1,2026-07-03 20:30:59.000000,26.62
usr_0250,Books,1,2026-07-03 20:20:50.000000,26.62
usr_0597,Books,1,2026-07-03 19:26:21.000000,26.62
usr_0382,Books,1,2026-07-03 15:23:28.000000,26.62
usr_0631,Books,1,2026-07-03 14:18:52.000000,26.62
usr_2794,Books,1,2026-07-03 14:05:38.000000,26.62
usr_2067,Books,1,2026-07-03 13:52:59.000000,26.62
usr_0853,Books,1,2026-07-03 12:33:00.000000,26.62
usr_0493,Books,1,2026-07-03 11:01:36.000000,26.62
usr_0588,Books,1,2026-07-03 07:15:19.000000,26.62
usr_0521,Books,1,2026-07-03 02:59:23.000000,26.62
usr_1621,Books,1,2026-07-03 02:10:35.000000,26.62
usr_2678,Books,1,2026-07-03 01:59:18.000000,26.62
usr_2626,Books,1,2026-07-03 01:26:02.000000,26.62
usr_1314,Books,1,2026-07-03 01:10:52.000000,26.62
usr_0671,Books,1,2026-07-03 00:52:51.000000,26.62
usr_0709,Books,1,2026-07-03 00:43:19.000000,26.62
usr_1386,Books,1,2026-07-02 16:06:05.000000,26.62
usr_1315,Books,1,2026-07-02 15:21:36.000000,26.62
usr_2417,Books,1,2026-07-02 11:45:01.000000,26.62
usr_1889,Books,1,2026-07-02 11:00:42.000000,26.62
usr_0531,Books,1,2026-07-02 09:03:58.000000,26.62
usr_2125,Books,1,2026-07-02 05:06:25.000000,26.62
usr_0143,Books,1,2026-07-02 04:19:17.000000,26.62
usr_2175,Books,1,2026-07-02 02:56:20.000000,26.62
usr_0091,Books,1,2026-07-02 02:41:05.000000,26.62
usr_0642,Books,1,2026-07-02 02:22:40.000000,26.62
usr_0915,Books,1,2026-07-02 02:10:41.000000,26.62
usr_0090,Books,1,2026-07-02 00:45:55.000000,26.62
usr_2567,Books,1,2026-07-01 21:33:38.000000,26.62
usr_1949,Books,1,2026-07-01 21:05:08.000000,26.62
usr_1566,Books,1,2026-07-01 18:04:13.000000,26.62
usr_2684,Books,1,2026-07-01 17:40:46.000000,26.62
usr_0299,Books,1,2026-07-01 17:34:11.000000,26.62
usr_2478,Books,1,2026-07-01 13:18:01.000000,26.62
usr_2005,Books,1,2026-07-01 13:16:21.000000,26.62
usr_1733,Books,1,2026-07-01 12:55:02.000000,26.62
usr_0252,Books,1,2026-07-01 11:30:58.000000,26.62
usr_0163,Books,1,2026-07-01 09:57:05.000000,26.62
usr_2103,Books,1,2026-07-01 09:40:50.000000,26.62
usr_1706,Books,1,2026-07-01 09:06:36.000000,26.62
usr_1403,Books,1,2026-07-01 08:37:00.000000,26.62
usr_2348,Books,1,2026-07-01 05:49:43.000000,26.62
usr_1026,Books,1,2026-07-01 05:29:51.000000,26.62
usr_0660,Books,1,2026-07-01 04:04:25.000000,26.62
usr_1465,Books,1,2026-07-01 03:32:33.000000,26.62
usr_2156,Books,1,2026-07-01 02:57:02.000000,26.62
