session_id,user_id,timestamp,funnel_stage,category,purchase_amount
sess_01b8a5ec,usr_2136,2026-07-07 17:16:13,2_Product_View,Home & Kitchen,
sess_a97fb60b,usr_1851,2026-07-04 13:39:23,1_Landing,Electronics,
sess_849fbb98,usr_1081,2026-07-06 20:16:48,1_Landing,Home & Kitchen,
sess_df8f97c9,usr_2105,2026-07-10 08:25:16,1_Landing,Clothing,
sess_df2f95b8,usr_1314,2026-07-03T01:05:38Z,2_Product_View,Books,
sess_c13ba535,usr_0695,08/07/2026 17:12:31,1_Landing,Clothing,
sess_8ba4d539,usr_1344,2026-07-03 22:43:06,1_Landing,Home & Kitchen,
sess_e3945cb3,usr_1752,02/07/2026 00:22:57,1_Landing,Clothing,
sess_9fc980a4,usr_2216,2026-07-04 16:35:40,4_Purchase,Home & Kitchen,46.48
sess_5cbbf8a4,usr_0431,2026-07-02T07:57:05Z,2_Product_View,Clothing,
sess_e295893d,usr_0207,2026-07-02 04:02:58,2_Product_View,Books,
sess_f33dbff0,usr_0379,2026-07-01T12:40:19Z,1_Landing,Clothing,
sess_b98f8748,usr_2248,2026-07-09 15:09:25,1_Landing,Electronics,
sess_b531402e,usr_0399,2026-07-08 14:46:59,2_Product_View,Electronics,
sess_8a31249b,usr_1228,2026-07-03 22:13:54,1_Landing,Home & Kitchen,
sess_b5a3b3e3,usr_0539,04/07/2026 06:39:45,1_Landing,Clothing,
sess_38a39d9e,usr_0327,2026-07-03 22:00:15,4_Purchase,Books,22.1
sess_b3a6635c,usr_2386,2026-07-02 01:52:55,1_Landing,Home & Kitchen,
sess_6979b796,usr_0550,03/07/2026 05:47:32,1_Landing,Electronics,
sess_0f459638,usr_2005,2026-07-01 13:16:21,3_Add_to_Cart,Books,
sess_3ae4b25d,usr_2593,2026-07-04 21:19:38,1_Landing,Books,
sess_8e426cae,usr_2263,2026-07-01 01:20:45,3_Add_to_Cart,Home & Kitchen,
sess_026d165a,usr_2018,2026-07-02 23:46:56,1_Landing,Clothing,
sess_bd1f1b5f,usr_1623,2026-07-08 04:40:01,2_Product_View,Clothing,
sess_6e772079,usr_2697,2026-07-01 05:17:41,1_Landing,Clothing,
sess_634edebd,usr_0296,2026-07-05 04:58:46,3_Add_to_Cart,Clothing,
sess_93d7acae,usr_1094,2026-07-08 11:53:36,3_Add_to_Cart,Books,
sess_afd6039f,usr_0623,2026-07-02 18:05:24,2_Product_View,Home & Kitchen,
sess_93d7acae,usr_1094,2026-07-08 11:46:02,2_Product_View,Books,
sess_e297e135,usr_0869,2026-07-06 11:14:16,2_Product_View,Electronics,
sess_92c9d037,usr_0765,2026-07-09 11:52:21,3_Add_to_Cart,Clothing,
sess_209a2975,usr_1331,2026-07-01 04:25:09,2_Product_View,Clothing,
sess_874e5624,usr_2631,2026-07-06 07:08:14,1_Landing,Clothing,
sess_a2f49e4d,usr_1702,2026-07-08 03:34:56,1_Landing,Books,
sess_479fd213,usr_0350,2026-07-08 18:27:24,1_Landing,Clothing,
sess_c33446bc,usr_1475,2026-07-10 19:55:19,2_Product_View,Home & Kitchen,
sess_3f66cdc0,usr_1693,2026-07-10 16:20:33,1_Landing,Clothing,
sess_bc1ec103,usr_1641,2026-07-07 13:49:03,1_Landing,Books,
sess_9cfe64d2,usr_2190,2026-07-03 11:20:24,1_Landing,Electronics,
sess_8839fcbf,usr_2520,04/07/2026 23:49:04,1_Landing,Electronics,
sess_a97dac27,usr_0099,2026-07-07T03:34:14Z,1_Landing,Clothing,
sess_71c74c49,usr_1313,2026-07-05 10:39:53,2_Product_View,Clothing,
sess_7c3a438d,usr_2002,2026-07-08 15:37:48,2_Product_View,Clothing,
sess_6ddf6b6f,usr_0213,2026-07-08 20:24:40,2_Product_View,Books,
sess_2e50743f,usr_1866,2026-07-01 13:51:19,1_Landing,Home & Kitchen,
sess_65f38b98,usr_1506,04/07/2026 17:13:46,3_Add_to_Cart,Home & Kitchen,
sess_6ff54688,usr_0329,2026-07-02 00:05:22,1_Landing,Books,
sess_eb44b34e,usr_0598,2026-07-08 21:22:57,2_Product_View,Electronics,
sess_588c2863,usr_1075,2026-07-04 17:41:50,1_Landing,Electronics,
sess_86f7dd10,usr_2719,2026-07-01 08:29:01,1_Landing,Home & Kitchen,
sess_57e94960,usr_0050,2026-07-07T19:49:19Z,3_Add_to_Cart,Home & Kitchen,
sess_ad0c6fc8,usr_1599,2026-07-09 12:33:11,2_Product_View,Clothing,
sess_f1aea245,usr_1279,04/07/2026 15:42:17,1_Landing,Clothing,
sess_ea366a53,usr_1188,2026-07-07 13:34:06,2_Product_View,Books,
sess_19de02a4,usr_1871,2026-07-01 06:17:03,2_Product_View,Books,
sess_4d929348,usr_0518,2026-07-06 16:33:44,1_Landing,Clothing,
sess_8474e89d,usr_2488,2026-07-07 21:26:27,2_Product_View,Books,
sess_e360230a,usr_0635,2026-07-03 15:51:00,1_Landing,Clothing,
sess_eb2635a4,usr_1970,2026-07-10 04:52:50,1_Landing,Clothing,
sess_60d5e8ab,usr_0719,07/07/2026 07:47:42,1_Landing,Home & Kitchen,
sess_5055b0e4,usr_0851,2026-07-02 10:14:06,1_Landing,Clothing,
sess_969028b1,usr_1572,2026-07-09 13:02:44,4_Purchase,Electronics,794.85
sess_32624152,usr_1310,2026-07-07 12:01:07,1_Landing,Electronics,
sess_30f81cf5,usr_1774,2026-07-01 13:08:09,1_Landing,Electronics,
sess_fc4b86b9,usr_2070,2026-07-08 08:52:27,2_Product_View,Home & Kitchen,
sess_54c9ba5e,usr_0957,2026-07-08 17:39:57,4_Purchase,Books,34.64
sess_da16cf49,usr_0871,2026-07-04 10:36:47,3_Add_to_Cart,Clothing,
sess_9799d4bb,usr_2024,2026-07-01 02:17:06,1_Landing,Electronics,
sess_77f95ed9,usr_0791,2026-07-10 16:04:03,2_Product_View,Electronics,
sess_c88be640,usr_0220,2026-07-03 22:28:22,1_Landing,Books,
sess_6523f752,usr_1363,2026-07-02 23:49:19,2_Product_View,Clothing,
sess_4784f59f,usr_1938,2026-07-04 07:03:41,1_Landing,Home & Kitchen,
sess_e8e68225,usr_2780,02/07/2026 18:56:55,1_Landing,Books,
sess_07e190b7,usr_1650,07/07/2026 08:22:29,1_Landing,Books,
sess_e7a69707,usr_1480,2026-07-04 08:31:28,1_Landing,Clothing,
sess_ac7db9c6,usr_0049,2026-07-01 04:08:40,3_Add_to_Cart,Home & Kitchen,
sess_d36337e5,usr_1713,10/07/2026 14:05:02,2_Product_View,Books,
sess_2ab16ada,usr_0012,2026-07-07 19:29:33,1_Landing,Books,
sess_11116cfd,usr_1257,2026-07-10 09:50:20,2_Product_View,Home & Kitchen,
sess_77034838,usr_2692,2026-07-03 05:52:35,1_Landing,Electronics,
sess_fbec7a0a,usr_0508,2026-07-06 07:00:00,1_Landing,Books,
sess_78daa72a,usr_0835,02/07/2026 06:27:21,1_Landing,Clothing,
sess_34582e84,usr_1384,2026-07-05T21:03:17Z,1_Landing,Books,
sess_6abbb402,usr_0378,2026-07-03 08:08:04,2_Product_View,Home & Kitchen,
sess_92c9d037,usr_0765,2026-07-09 11:48:11,2_Product_View,Clothing,
sess_a3cbc8d1,usr_0293,04/07/2026 23:11:38,2_Product_View,Electronics,
sess_41aa1200,usr_0091,2026-07-02 02:37:14,2_Product_View,Books,
sess_1613dd1e,usr_1136,2026-07-04 07:46:47,1_Landing,Books,
sess_0affa373,usr_1214,2026-07-04 06:10:48,1_Landing,Clothing,
sess_eba61c46,usr_1663,2026-07-08 17:37:56,3_Add_to_Cart,Electronics,
sess_6918d0bd,usr_1520,2026-07-01 11:30:40,1_Landing,Books,
sess_abb34ad3,usr_0886,2026-07-08 08:23:11,1_Landing,Clothing,
sess_72adedb0,usr_1407,2026-07-05 10:58:11,2_Product_View,Home & Kitchen,
sess_592fb457,usr_2014,2026-07-06 07:36:12,1_Landing,Home & Kitchen,
sess_6e37fb01,usr_1626,2026-07-07 15:59:53,2_Product_View,Books,
sess_eba6bb6b,usr_2039,2026-07-01 12:23:03,1_Landing,Clothing,
sess_bc996a78,usr_2662,2026-07-08 12:19:36,1_Landing,Books,
sess_f27f9f08,usr_1568,2026-07-09T06:49:40Z,1_Landing,Clothing,
sess_ab1d13ba,usr_2066,2026-07-03T04:59:22Z,2_Product_View,Home & Kitchen,
sess_099377b3,usr_1127,2026-07-04 08:09:33,3_Add_to_Cart,Electronics,
sess_ac92b0a8,usr_2466,2026-07-10 12:15:52,1_Landing,Electronics,
sess_695de88f,usr_0250,2026-07-03T20:13:11Z,2_Product_View,Books,
sess_681b5c1b,usr_0582,2026-07-02 08:23:14,1_Landing,Clothing,
sess_cd23530c,usr_0084,08/07/2026 20:45:31,1_Landing,Clothing,
sess_67838aba,usr_0857,2026-07-10 16:05:56,2_Product_View,Clothing,
sess_320930f6,usr_2346,2026-07-04 05:53:01,2_Product_View,Books,
sess_70a14a26,usr_0906,2026-07-09 23:36:01,1_Landing,Home & Kitchen,
sess_b179609e,usr_2482,2026-07-07 03:05:47,2_Product_View,Books,
sess_c7d4b08e,usr_1502,2026-07-01 23:15:52,1_Landing,Electronics,
sess_56cf0928,usr_2210,2026-07-06 17:58:09,2_Product_View,Home & Kitchen,
sess_3901f520,usr_1146,04/07/2026 07:26:45,2_Product_View,Home & Kitchen,
sess_25a7db0c,usr_0486,2026-07-10 22:36:52,1_Landing,Electronics,
sess_21a190cd,usr_2410,2026-07-05 09:36:36,2_Product_View,Books,
sess_ee4d1866,usr_0561,02/07/2026 23:43:09,1_Landing,Books,
sess_f0da4e44,usr_0607,2026-07-02 06:32:25,1_Landing,Clothing,
sess_909c8ca4,usr_0039,2026-07-08 17:45:27,1_Landing,Clothing,
sess_197e2c35,usr_0495,2026-07-08 02:16:04,2_Product_View,Clothing,
sess_d1bea2cc,usr_2640,2026-07-09 21:54:47,1_Landing,Home & Kitchen,
sess_32109591,usr_2440,2026-07-04 13:42:33,3_Add_to_Cart,Books,
sess_8433de39,usr_1677,2026-07-06 23:55:15,1_Landing,Books,
sess_570d51dc,usr_0915,2026-07-02 02:01:49,1_Landing,Books,
sess_ed042b48,usr_0311,09/07/2026 14:35:02,2_Product_View,Clothing,
sess_212f1b5c,usr_0030,2026-07-06 01:19:31,2_Product_View,Electronics,
sess_723f242c,usr_1950,2026-07-03 10:13:31,1_Landing,Clothing,
sess_65df8057,usr_0450,06/07/2026 19:41:24,2_Product_View,Electronics,
sess_4f336b07,usr_1263,2026-07-06 02:44:10,2_Product_View,Books,
sess_e781bcb7,usr_0446,2026-07-06 14:00:16,1_Landing,Electronics,
sess_081712b9,usr_0810,2026-07-06 17:00:43,1_Landing,Clothing,
sess_c972cccd,usr_2381,2026-07-10 02:44:43,3_Add_to_Cart,Home & Kitchen,
sess_4b542604,usr_1999,2026-07-10 13:18:44,3_Add_to_Cart,Clothing,
sess_faf7081c,usr_0445,2026-07-06 23:10:25,2_Product_View,Clothing,
sess_72b14e39,usr_2691,2026-07-08 09:05:48,2_Product_View,Books,
sess_991d225f,usr_2519,2026-07-10T23:32:59Z,1_Landing,Electronics,
sess_821993f2,usr_0384,03/07/2026 13:43:48,2_Product_View,Clothing,
sess_c556db71,usr_0145,2026-07-02 15:39:26,1_Landing,Books,
sess_7254e2be,usr_1212,2026-07-03 16:01:40,2_Product_View,Electronics,
sess_99194480,usr_2602,2026-07-07 00:23:46,1_Landing,Books,
sess_e5dc7066,usr_0223,06/07/2026 11:28:48,1_Landing,Books,
sess_bcf761d6,usr_0235,2026-07-03 20:19:39,1_Landing,Home & Kitchen,
sess_542958f4,usr_1341,2026-07-09 06:46:04,2_Product_View,Clothing,
sess_303af2a5,usr_1332,2026-07-03 05:30:47,1_Landing,Books,
sess_35c9d178,usr_0217,07/07/2026 10:11:31,1_Landing,Books,
sess_9282ae1b,usr_1139,2026-07-05 23:00:31,1_Landing,Clothing,
sess_13f0affd,usr_2368,2026-07-03 09:12:56,2_Product_View,Electronics,
sess_fe9b5302,usr_1850,2026-07-02 07:05:41,2_Product_View,Electronics,
sess_22fa9a5e,usr_1680,2026-07-04 14:46:04,1_Landing,Clothing,
sess_d36337e5,usr_1713,10/07/2026 13:49:46,1_Landing,Books,
sess_1d5ed6aa,usr_0290,2026-07-01 09:29:43,1_Landing,Electronics,
sess_b1e60f9b,usr_2584,07/07/2026 18:10:28,2_Product_View,Home & Kitchen,
sess_4ffcd8e1,usr_0119,2026-07-06 23:30:45,1_Landing,Electronics,
sess_f7010b38,usr_2164,2026-07-04 23:13:13,1_Landing,Clothing,
sess_45644c37,usr_0183,05/07/2026 18:08:51,2_Product_View,Home & Kitchen,
sess_8dccc9c2,usr_2135,2026-07-06 08:57:42,3_Add_to_Cart,Electronics,
sess_5ca9df15,usr_0608,2026-07-03 12:40:00,1_Landing,Electronics,
sess_969028b1,usr_1572,2026-07-09 12:59:52,3_Add_to_Cart,Electronics,
sess_61bd8af7,usr_1486,2026-07-02 14:30:16,2_Product_View,Clothing,
sess_7ac1c966,usr_1678,2026-07-03 09:04:57,1_Landing,Home & Kitchen,
sess_d7e06d98,usr_1649,2026-07-02 17:06:08,1_Landing,Clothing,
sess_55f37575,usr_0759,2026-07-06 04:49:55,1_Landing,Home & Kitchen,
sess_89eefff8,usr_0668,2026-07-03 09:13:49,3_Add_to_Cart,Home & Kitchen,
sess_e7e1aa57,usr_1528,2026-07-06 14:09:22,3_Add_to_Cart,Home & Kitchen,
sess_99ddb00c,usr_2133,2026-07-09T19:11:19Z,2_Product_View,Electronics,
sess_ae1914c4,usr_2772,2026-07-01 10:10:07,1_Landing,Books,
sess_ae182f26,usr_2309,2026-07-07 17:20:01,1_Landing,Home & Kitchen,
sess_01e48c47,usr_2081,2026-07-04 19:51:10,1_Landing,Home & Kitchen,
sess_ed315c46,usr_0279,2026-07-02 20:58:18,1_Landing,Home & Kitchen,
sess_ab086441,usr_1256,03/07/2026 16:46:56,1_Landing,Electronics,
sess_cb026813,usr_2774,2026-07-01 17:16:39,2_Product_View,Electronics,
sess_62d82857,usr_0658,2026-07-08 22:50:02,1_Landing,Home & Kitchen,
sess_67b3667a,usr_1612,2026-07-03 18:57:48,2_Product_View,Home & Kitchen,
sess_4b08ac18,usr_1727,2026-07-03 03:41:26,1_Landing,Electronics,
sess_e26008c6,usr_1053,2026-07-07T17:10:48Z,4_Purchase,Clothing,126.84
sess_4899c8fd,usr_1175,2026-07-04T23:38:09Z,3_Add_to_Cart,Home & Kitchen,
sess_aac26bc9,usr_1367,2026-07-07 22:46:45,3_Add_to_Cart,Clothing,
sess_9870dc9c,usr_2788,02/07/2026 19:16:01,2_Product_View,Clothing,
sess_6e9e4c8c,usr_0828,08/07/2026 12:04:50,1_Landing,Clothing,
sess_cc2696a0,usr_0774,2026-07-07 18:26:15,1_Landing,Books,
sess_d9705bd8,usr_0072,2026-07-05 13:16:53,1_Landing,Books,
sess_026d165a,usr_2018,02/07/2026 23:51:09,2_Product_View,Clothing,
sess_729da37a,usr_0688,2026-07-05 02:48:01,3_Add_to_Cart,Home & Kitchen,
sess_a12ec69e,usr_1087,2026-07-04T03:14:47Z,3_Add_to_Cart,Home & Kitchen,
sess_7cecb17d,usr_0632,2026-07-06 20:00:31,2_Product_View,Home & Kitchen,
sess_0756ccbe,usr_1637,2026-07-03 15:26:58,4_Purchase,Clothing,106.16
sess_90809069,usr_0464,2026-07-02 12:49:42,2_Product_View,Electronics,
sess_63f6a88a,usr_2175,2026-07-02T02:56:20Z,3_Add_to_Cart,Books,
sess_1f276e18,usr_0969,2026-07-09 08:09:53,2_Product_View,Electronics,
sess_0992ea60,usr_1469,05/07/2026 14:32:31,4_Purchase,Electronics,494.51
sess_1c2a2ab8,usr_1287,2026-07-04 10:27:30,1_Landing,Clothing,
sess_5f0fa012,usr_1927,2026-07-05 08:13:09,1_Landing,Electronics,
sess_8c6b4981,usr_2153,2026-07-09T02:37:29Z,1_Landing,Books,
sess_ce2e2a18,usr_1015,2026-07-07 17:01:00,1_Landing,Electronics,
sess_e5362d30,usr_1306,2026-07-03 14:11:52,1_Landing,Books,
sess_780d5085,usr_2564,2026-07-04 22:53:02,2_Product_View,Clothing,
sess_9a4a625b,usr_2720,2026-07-06 19:43:24,1_Landing,Electronics,
sess_f9e49dcb,usr_0693,2026-07-10 18:37:55,2_Product_View,Books,
sess_ff74f425,usr_0376,2026-07-01 04:07:54,2_Product_View,Books,
sess_1f06a92c,usr_1617,2026-07-02 23:15:19,1_Landing,Books,
sess_6523f752,usr_1363,2026-07-02 23:49:19,2_Product_View,Clothing,
sess_2e43efcd,usr_0533,2026-07-08 00:33:47,1_Landing,Clothing,
sess_af58c64b,usr_1160,2026-07-03 02:42:48,1_Landing,Books,
sess_5f8f6ced,usr_2339,2026-07-01 17:55:11,1_Landing,Books,
sess_9b7b155f,usr_0532,2026-07-02 13:23:05,3_Add_to_Cart,Home & Kitchen,
sess_22fa9a5e,usr_1680,2026-07-04 14:47:47,2_Product_View,Clothing,
sess_adda24e1,usr_0973,2026-07-08 23:26:59,1_Landing,Books,
sess_821f98ce,usr_2405,2026-07-02 02:26:03,1_Landing,Clothing,
sess_0992ea60,usr_1469,2026-07-05 14:07:36,1_Landing,Electronics,
sess_40ace0b3,usr_2241,2026-07-05 09:36:11,1_Landing,Electronics,
sess_dfb41c5f,usr_1830,05/07/2026 09:06:22,1_Landing,Electronics,
sess_bcf761d6,usr_0235,2026-07-03T20:46:15Z,4_Purchase,Home & Kitchen,272.56
sess_e23dc555,usr_2446,2026-07-07 04:15:54,1_Landing,Electronics,
sess_473bc0ec,usr_1043,2026-07-07 01:25:48,1_Landing,Clothing,
sess_a012a218,usr_0680,2026-07-08 22:42:27,1_Landing,Home & Kitchen,
sess_23c0b05c,usr_1945,2026-07-04T11:08:34Z,2_Product_View,Home & Kitchen,
sess_65766eb2,usr_2526,2026-07-05 13:13:28,3_Add_to_Cart,Books,
sess_48677cb2,usr_1422,2026-07-08 04:02:36,2_Product_View,Clothing,
sess_c2d9dd67,usr_0454,2026-07-04T03:01:13Z,1_Landing,Books,
sess_578bc1b5,usr_1091,2026-07-09 23:50:17,1_Landing,Clothing,
sess_141d5ae2,usr_0125,2026-07-06 21:54:34,1_Landing,Electronics,
sess_9f814e98,usr_2076,2026-07-07 23:30:31,2_Product_View,Home & Kitchen,
sess_d7299bb7,usr_1371,2026-07-02 03:21:07,2_Product_View,Electronics,
sess_a12ec69e,usr_1087,2026-07-04T03:20:44Z,4_Purchase,Home & Kitchen,217.13
sess_7c086790,usr_0841,2026-07-04 04:40:17,1_Landing,Clothing,
sess_5cab7af8,usr_2061,02/07/2026 04:48:46,2_Product_View,Electronics,
sess_7e349f81,usr_1655,2026-07-10 12:58:11,1_Landing,Electronics,
sess_416aea2e,usr_0144,2026-07-09 13:37:47,1_Landing,Home & Kitchen,
sess_54eed59d,usr_0611,2026-07-03 20:31:28,1_Landing,Electronics,
sess_8d067933,usr_2017,2026-07-06T22:48:04Z,2_Product_View,Clothing,
sess_99b1ca3c,usr_1036,2026-07-09 01:41:11,3_Add_to_Cart,Electronics,
sess_54c9ba5e,usr_0957,2026-07-08 17:28:39,2_Product_View,Books,
sess_4fb1cd57,usr_1084,2026-07-09 02:50:56,1_Landing,Books,
sess_08e47539,usr_1582,2026-07-01T15:16:26Z,1_Landing,Clothing,
sess_aa027e95,usr_0817,2026-07-10T20:06:58Z,1_Landing,Clothing,
sess_45805adb,usr_1192,2026-07-03 08:38:29,1_Landing,Electronics,
sess_946e5983,usr_2561,2026-07-05 05:25:02,1_Landing,Books,
sess_eb44b34e,usr_0598,2026-07-08 21:08:57,1_Landing,Electronics,
sess_5d71f396,usr_2439,2026-07-06 07:44:59,1_Landing,Books,
sess_39b5968f,usr_2595,2026-07-03 14:02:02,2_Product_View,Books,
sess_b86bbfca,usr_1495,2026-07-08 09:50:54,1_Landing,Books,
sess_d57cc522,usr_1846,2026-07-08 05:06:05,4_Purchase,Electronics,946.33
sess_75c12017,usr_0307,2026-07-05 04:12:21,1_Landing,Books,
sess_38ec08c0,usr_0923,2026-07-07 06:56:30,4_Purchase,Books,36.71
sess_ccce586e,usr_2316,2026-07-10 16:30:35,1_Landing,Electronics,
sess_855a52d6,usr_1984,2026-07-08T08:46:58Z,2_Product_View,Electronics,
sess_016613f0,usr_1535,2026-07-09 08:00:40,2_Product_View,Clothing,
sess_5c8a54aa,usr_2789,08/07/2026 00:37:38,3_Add_to_Cart,Home & Kitchen,
sess_3ab99a1e,usr_0251,2026-07-10 10:41:38,2_Product_View,Home & Kitchen,
sess_dd9b3def,usr_1432,2026-07-03 21:55:24,2_Product_View,Electronics,
sess_4399d4aa,usr_0132,2026-07-02 07:46:20,4_Purchase,Books,40.02
sess_8e55c9ae,usr_1447,2026-07-01 15:19:00,1_Landing,Electronics,
sess_11116cfd,usr_1257,2026-07-10 09:35:17,1_Landing,Home & Kitchen,
sess_01b8a5ec,usr_2136,2026-07-07 17:06:16,1_Landing,Home & Kitchen,
sess_24c89581,usr_1421,05/07/2026 13:25:19,2_Product_View,Electronics,
sess_15eab0f6,usr_2588,2026-07-02 13:37:25,2_Product_View,Clothing,
sess_ac7db9c6,usr_0049,2026-07-01T04:01:18Z,2_Product_View,Home & Kitchen,
sess_03b5f0bb,usr_0580,2026-07-09 04:38:52,2_Product_View,Clothing,
sess_7d1c02ca,usr_2057,2026-07-07 14:45:29,1_Landing,Books,
sess_f1da1f56,usr_0482,09/07/2026 20:49:44,2_Product_View,Home & Kitchen,
sess_946eb690,usr_1763,2026-07-06 05:16:21,1_Landing,Home & Kitchen,
sess_f0756cfb,usr_1244,2026-07-09 14:54:56,2_Product_View,Electronics,
sess_664e9db6,usr_1673,2026-07-04T20:01:39Z,1_Landing,Books,
sess_b14b0f90,usr_2394,2026-07-01 23:51:05,2_Product_View,Electronics,
sess_c8e53853,usr_1218,2026-07-06T12:58:45Z,1_Landing,Electronics,
sess_f5b140b8,usr_0520,2026-07-09 19:03:00,1_Landing,Clothing,
sess_2215567e,usr_2652,2026-07-02 19:55:41,1_Landing,Electronics,
sess_0f18dd60,usr_2455,2026-07-10 20:10:19,2_Product_View,Clothing,
sess_71c5461e,usr_0208,2026-07-03T09:31:36Z,2_Product_View,Clothing,
sess_cb20fa7b,usr_0656,2026-07-10T15:16:12Z,3_Add_to_Cart,Home & Kitchen,
sess_b22e88b9,usr_1525,2026-07-06 17:45:02,1_Landing,Electronics,
sess_5562a64d,usr_2545,2026-07-10 19:57:11,1_Landing,Home & Kitchen,
sess_59e5597f,usr_0283,2026-07-03 11:05:46,2_Product_View,Clothing,
sess_6220c593,usr_0240,2026-07-06 19:09:20,1_Landing,Clothing,
sess_f04e9ba8,usr_1905,2026-07-01 23:43:05,1_Landing,Books,
sess_4dd4ac41,usr_0067,2026-07-10 12:30:00,1_Landing,Electronics,
sess_fa2e7300,usr_2246,2026-07-10 19:50:54,1_Landing,Home & Kitchen,
sess_e26008c6,usr_1053,2026-07-07T17:10:48Z,4_Purchase,Clothing,126.84
sess_548dceb8,usr_2333,09/07/2026 07:26:16,1_Landing,Electronics,
sess_d8d899a1,usr_1575,2026-07-04T19:54:19Z,1_Landing,Books,
sess_e11ee2c6,usr_0302,2026-07-08T07:24:15Z,4_Purchase,Clothing,138.45
sess_fe606d23,usr_1380,2026-07-03T13:08:06Z,3_Add_to_Cart,Books,
sess_cd77578a,usr_1426,2026-07-02 21:05:55,2_Product_View,Books,
sess_47f46148,usr_0248,2026-07-10 21:48:07,3_Add_to_Cart,Home & Kitchen,
sess_4ecd3cee,usr_2129,2026-07-02 15:20:48,2_Product_View,Home & Kitchen,
sess_928f2c25,usr_1352,2026-07-08 11:46:49,3_Add_to_Cart,Clothing,
sess_f6088902,usr_1766,2026-07-02 07:39:38,2_Product_View,Clothing,
sess_50fd13dd,usr_0773,06/07/2026 17:41:04,1_Landing,Electronics,
sess_4c7a69b7,usr_0360,2026-07-08T18:47:49Z,1_Landing,Clothing,
sess_49bdad8a,usr_0617,2026-07-07 18:09:22,2_Product_View,Books,
sess_f5b140b8,usr_0520,2026-07-09T19:06:32Z,2_Product_View,Clothing,
sess_e81970d8,usr_2305,2026-07-09T19:02:22Z,2_Product_View,Clothing,
sess_80d326e6,usr_2235,2026-07-03 21:41:17,2_Product_View,Books,
sess_d447fe02,usr_2750,2026-07-07 07:54:14,1_Landing,Books,
sess_3e4b9162,usr_1484,2026-07-07 18:38:38,2_Product_View,Home & Kitchen,
sess_a97fb60b,usr_1851,2026-07-04 13:42:51,2_Product_View,Electronics,
sess_349a9fd1,usr_2491,2026-07-10 15:02:33,1_Landing,Home & Kitchen,
sess_fcb55dc6,usr_1508,2026-07-08 20:48:29,1_Landing,Clothing,
sess_d65e6189,usr_2768,2026-07-09 06:51:38,1_Landing,Electronics,
sess_0ac26919,usr_1935,2026-07-06 02:26:21,1_Landing,Home & Kitchen,
sess_1baf3d3c,usr_1005,2026-07-02 09:31:51,1_Landing,Clothing,
sess_5055b0e4,usr_0851,2026-07-02 10:22:01,2_Product_View,Clothing,
sess_7e2f5ed4,usr_0168,2026-07-09 06:27:49,2_Product_View,Electronics,
sess_6a6fa361,usr_2711,2026-07-02 14:54:03,1_Landing,Electronics,
sess_62159b0b,usr_1054,2026-07-07 04:36:56,2_Product_View,Electronics,
sess_866160b5,usr_1960,2026-07-04 02:27:14,2_Product_View,Clothing,
sess_b2a710e9,usr_1918,2026-07-08 08:42:05,2_Product_View,Home & Kitchen,
sess_ea9541cd,usr_1189,07/07/2026 02:15:33,3_Add_to_Cart,Electronics,
sess_0f3cba49,usr_1234,2026-07-07 13:43:53,1_Landing,Clothing,
sess_9fc980a4,usr_2216,2026-07-04 16:33:35,3_Add_to_Cart,Home & Kitchen,
sess_33fe39b8,usr_2353,2026-07-04 22:47:46,1_Landing,Home & Kitchen,
sess_197a5804,usr_1357,2026-07-03 20:13:20,1_Landing,Books,
sess_15f410b6,usr_0362,2026-07-08 17:13:27,1_Landing,Electronics,
sess_73d149c2,usr_0385,2026-07-02 18:46:24,1_Landing,Clothing,
sess_62c688bf,usr_0141,2026-07-04 15:01:39,1_Landing,Electronics,
sess_c2556a2a,usr_0153,01/07/2026 05:23:36,2_Product_View,Home & Kitchen,
sess_27f35ec4,usr_1400,2026-07-04 17:04:24,1_Landing,Home & Kitchen,
sess_b9ddf5a7,usr_0838,2026-07-06 17:10:28,1_Landing,Clothing,
sess_bfd06412,usr_1073,2026-07-02 08:03:20,1_Landing,Books,
sess_6bf01b51,usr_1912,2026-07-10 23:45:37,2_Product_View,Books,
sess_c81fb56f,usr_0942,2026-07-06 12:17:08,3_Add_to_Cart,Electronics,
sess_00c79257,usr_0636,08/07/2026 09:16:35,1_Landing,Home & Kitchen,
sess_2df4116b,usr_2625,2026-07-07 16:51:40,1_Landing,Clothing,
sess_ece90816,usr_2533,04/07/2026 10:52:58,1_Landing,Home & Kitchen,
sess_57e3b5aa,usr_0031,09/07/2026 02:56:54,2_Product_View,Electronics,
sess_1fac31a1,usr_1414,2026-07-08 21:18:03,2_Product_View,Books,
sess_ae501fcb,usr_0355,2026-07-10 04:36:24,1_Landing,Books,
sess_2cecdc9a,usr_1939,2026-07-01T20:53:44Z,1_Landing,Electronics,
sess_c9288228,usr_0517,08/07/2026 15:15:00,3_Add_to_Cart,Clothing,
sess_48ba9c24,usr_2481,2026-07-07 12:07:02,1_Landing,Books,
sess_4dd44ef6,usr_1464,2026-07-09 03:15:13,1_Landing,Electronics,
sess_f4dcdf77,usr_1201,2026-07-08 21:12:13,3_Add_to_Cart,Books,
sess_b2b405b2,usr_0370,2026-07-08 04:36:40,1_Landing,Books,
sess_386d5159,usr_2704,2026-07-05T01:28:57Z,2_Product_View,Clothing,
